No.,V,Compound,Group,Type,To IS,Ret.Time [min.],from [min.],...to [min.],Sum from [min.],Sum ...to [min.],SSV,QVal.,Peak ID,Comments,Search,Integrate,RI_exp,RT_exp,from,to,sumfrom,sumto
150,NA,Butanoic acid<2-methyl->,21-22min,NA,NA,6.8502100626629,6.35021006266289,7.35021006266291,5.85021006266288,7.85021006266292,7,90,Best Q Value (1),3.75,(Default),(Default),864,5.964356018066528,5.464356018066528,6.464356018066528,4.964356018066528,6.964356018066528
151,NA,2-Furanmethanol,20-21min,NA,NA,6.93733520507826,6.43733520507825,7.43733520507827,5.93733520507824,7.93733520507828,7,90,Best Q Value (1),"From NIST: C5H6O2, Mol.weight = 98; Contributor: NIST Mass Spectrometry Data Center, 1990.; Synonyms: Furfuryl alcohol, ?-Furfuryl alcohol, ?-Furylcarbinol, Furfuralcohol, Furyl alcohol, Furylcarbinol, 2-(Hydroxymethyl)furan, 2-Furancarbinol, 2-Furanylmethanol, 2-Furfuryl alcohol, 2-Furylcarbinol, 2-Furylmethanol, 5-Hydroxymethylfuran, Furfural alcohol, Methanol, (2-furyl)-, NCI-C56224, 2-Furfurylalkohol, UN 2874, 5-Hydroxymethylfuranal, FA, Qo furfuryl alcohol;",(Default),(Default),853,5.725749542236443,5.225749542236443,6.225749542236443,4.725749542236443,6.725749542236443
152,NA,"3-Hexen-1-ol, (Z)-",14-15min,NA,NA,6.96891784667983,6.46891784667982,7.46891784667984,5.96891784667981,7.96891784667985,7,90,Best Q Value (1),"From NIST: C6H12O, Mol.weight = 100; Contributor: NIST Mass Spectrometry Data Center, 1990.; Synonyms: (Z)-Hex-3-en-1-ol, cis-3-Hexen-1-ol, cis-3-Hexene-1-ol, cis-3-Hexenol, Blatteralkohol (German), Leaf alcohol, Z-3-Hexenol, 3-(Z)-Hexenol, ?,?-Hexenol, Blatteralkohol, Hexen-30L-1, 3-Hexen-1-ol, 3-Hexen-1-ol, cis-, 3-Hexenol, cis-, (3Z)-3-Hexen-1-ol  #;",(Default),(Default),856,5.79082403564465,5.29082403564465,6.29082403564465,4.79082403564465,6.79082403564465
153,NA,73,16-17min,NA,NA,6.97654113769545,6.47654113769544,7.47654113769546,5.97654113769543,7.97654113769547,7,90,Best Q Value (1),NA,(Default),(Default),857.3803504535226,5.8207659044742375,5.3207659044742375,6.3207659044742375,4.8207659044742375,6.8207659044742375
154,NA,"Butyl aldoxime, 3-methyl-, syn-",1,TRUE,NA,7.03752899169936,6.53752899169935,7.53752899169937,6.03752899169934,8.03752899169938,7,90,Best Q Value (1),NA,(Default),(Default),861,5.8992815246583215,5.3992815246583215,6.3992815246583215,4.8992815246583215,6.8992815246583215
155,NA,10,4-5min,NA,NA,7.04515228271498,6.54515228271497,7.54515228271499,6.04515228271496,8.04515228271501,7,90,Best Q Value (1),NA,(Default),(Default),860.0968344639344,5.879690511417252,5.379690511417252,6.379690511417252,4.879690511417252,6.879690511417252
156,NA,Ethylbenzene,7-8min,NA,NA,7.06039886474623,6.56039886474623,7.56039886474624,6.06039886474621,8.06039886474625,7,90,Best Q Value (1),"From NIST: C8H10, Mol.weight = 106; Contributor: Japan AIST/NIMC Database- Spectrum MS-NW-5529; Synonyms: Benzene, ethyl-, Ethylbenzol, EB, Phenylethane, Aethylbenzol, Ethylbenzeen, Etilbenzene, Etylobenzen, NCI-C56393, UN 1175, ?-Methyltoluene, Ethyl benzene;",(Default),(Default),859,5.855898529052853,5.355898529052853,6.355898529052853,4.855898529052853,6.855898529052853
157,NA,Hexenol<2E->,14-15 min,TRUE,NA,7.16386006673191,6.6638600667319,7.66386006673192,6.16386006673189,8.16386006673193,7,90,Best Q Value (1),4.13,(Default),(Default),865,5.986047515869263,5.486047515869263,6.486047515869263,4.986047515869263,6.986047515869263
158,NA,"Butyl aldoxime, 2-methyl-, syn-",-,TRUE,NA,7.16386006673191,6.6638600667319,7.66386006673192,6.16386006673189,8.16386006673193,7,90,Best Q Value (1),NA,(Default),(Default),863,5.9426645202637935,5.4426645202637935,6.4426645202637935,4.9426645202637935,6.9426645202637935
159,NA,"Octane, 4-methyl-",-,TRUE,NA,7.18999735514337,6.68999735514336,7.68999735514338,6.18999735514335,8.18999735514339,7,90,Best Q Value (1),NA,(Default),(Default),866,6.007739013671997,5.507739013671997,6.507739013671997,5.007739013671997,7.007739013671997
160,NA,146,24-25min,NA,NA,7.25098470052098,6.75098470052097,7.75098470052099,6.25098470052096,8.250984700521,7,90,Best Q Value (1),NA,(Default),(Default),868.2462462196378,6.056463458609672,5.556463458609672,6.556463458609672,5.056463458609672,7.056463458609672
161,NA,p-Xylene,7-8min,NA,NA,7.2836568196616,6.78365681966159,7.78365681966161,6.28365681966158,8.28365681966162,7,90,Best Q Value (1),"From NIST: C8H10, Mol.weight = 106; Contributor: NIST Mass Spectrometry Data Center, 1990.; Synonyms: Benzene, 1,4-dimethyl-, p-Dimethylbenzene, p-Xylol, 1,4-Dimethylbenzene, 1,4-Xylene, p-Methyltoluene, para-Xylene, Chromar, Scintillar, UN 1307, 4-Methyltoluene, 1,4-Dimethyl benzene;",(Default),(Default),867,6.0294305114747315,5.5294305114747315,6.5294305114747315,5.0294305114747315,7.0294305114747315
162,NA,"2(3H)-Furanone, 5-methyl-",15-16min,NA,NA,7.29128011067723,6.79128011067722,7.79128011067724,6.29128011067721,8.29128011067725,7,90,Best Q Value (1),"From NIST: C5H6O2, Mol.weight = 98; Contributor: NIST Mass Spectrometry Data Center, 1992; Synonyms: ?-Angelica lactone, ?,?-Angelica lactone, ?2-Angelica lactone, 3-Pentenoic acid, 4-hydroxy-, ?-lactone, 4-Hydroxy-3-pentenoic acid ?-lactone, 5-Methylfuran-2(3H)-one, Penten-3-oic acid, 4-hydroxy-, ?-lactone, 4-Hydroxypent-3-enoic acid lactone, ?(sup 2)-Angelica lactone, ?-Methyl-?,?-crotonolactone, 5-Methyl-2(3H)-furanone, ?-Angelic lactone, 2,3-Dihydro-5-methyl-2-furanone;",(Default),(Default),869,6.0728135070802,5.5728135070802,6.5728135070802,5.0728135070802,7.0728135070802
163,NA,1-Hexanol,13-14min,NA,NA,7.29128011067723,6.79128011067722,7.79128011067724,6.29128011067721,8.29128011067725,7,90,Best Q Value (1),"From NIST: C6H14O, Mol.weight = 102; Contributor: ; Synonyms: Hexyl alcohol, n-Hexan-1-ol, n-Hexanol, n-Hexyl alcohol, Amylcarbinol, Caproyl alcohol, Hexanol, Pentylcarbinol, 1-Hexyl alcohol, 1-Hydroxyhexane, n-C6H13OH, Hexan-1-ol, Hexanol-(1), Epal 6, UN 2282, Exxal 6;",(Default),(Default),870,6.094505004882935,5.594505004882935,6.594505004882935,5.094505004882935,7.094505004882935
164,NA,74,16-17min,NA,NA,7.30761617024754,6.80761617024753,7.80761617024755,6.30761617024752,8.30761617024756,7,90,Best Q Value (1),NA,(Default),(Default),870.4884254159556,6.105099683719936,5.605099683719936,6.605099683719936,5.105099683719936,7.105099683719936
165,NA,Hexenol<2Z->,14-15 min,TRUE,NA,7.41652221679702,6.91652221679701,7.91652221679703,6.416522216797,8.41652221679704,7,90,Best Q Value (1),4.22,(Default),(Default),868,6.051122009277465,5.551122009277465,6.551122009277465,5.051122009277465,7.051122009277465
166,NA,Isopentyl acetate,1,TRUE,NA,7.44048156738296,6.94048156738295,7.94048156738297,6.44048156738294,8.44048156738298,7,90,Best Q Value (1),4.40,(Default),(Default),876,6.224653991699344,5.724653991699344,6.724653991699344,5.224653991699344,7.224653991699344
167,NA,"Butyl aldoxime, 2-methyl-, anti-",-,TRUE,NA,7.44048156738296,6.94048156738295,7.94048156738297,6.44048156738294,8.44048156738298,7,90,Best Q Value (1),NA,(Default),(Default),876,6.224653991699344,5.724653991699344,6.724653991699344,5.224653991699344,7.224653991699344
168,NA,"Cyclopentanone, 2-methyl-",1,TRUE,NA,7.54612070719416,7.04612070719415,8.04612070719417,6.54612070719414,8.54612019856788,7,90,Best Q Value (1),NA,(Default),(Default),894,6.61510095214857,6.11510095214857,7.11510095214857,5.61510095214857,7.61510095214857
169,NA,Heptanol<4->,15-16 min,TRUE,NA,7.57661437988296,7.07661437988295,8.07661437988297,6.57661437988294,8.57661437988298,7,90,Best Q Value (1),4.68,(Default),(Default),892,6.571717956543101,6.071717956543101,7.071717956543101,5.571717956543101,7.571717956543101
170,NA,"Butyl aldoxime, 3-methyl-, anti",-,TRUE,NA,7.64304707845067,7.14304707845066,8.14304707845068,6.64304707845065,8.64304707845069,7,90,Best Q Value (1),NA,(Default),(Default),881,6.33311148071302,5.83311148071302,6.83311148071302,5.33311148071302,7.33311148071302
171,NA,"2-Cyclopentene-1,4-dione",19-20,NA,NA,7.68878784179703,7.18878784179702,8.18878784179704,6.68878784179701,8.68878784179705,7,90,Best Q Value (1),"From NIST: C5H4O2, Mol.weight = 96; Contributor: Chuck Anderson, Aldrich Chemical Co.; Synonyms: 2-Cyclopentene-1,4-dione, 4-Cyclopentene-1,3-dione  #;",(Default),(Default),880,6.3114199829102855,5.8114199829102855,6.8114199829102855,5.3114199829102855,7.3114199829102855
172,NA,Pentanoic acid,22-23min,NA,NA,7.7203704833985896,7.22037048339858,8.2203704833986,6.72037048339857,8.72037048339861,7,90,Best Q Value (1),"From NIST: C5H10O2, Mol.weight = 102; Contributor: Chemical Concepts; Synonyms: Valeric acid, n-Pentanoic acid, n-Valeric acid, Propylacetic acid, Valerianic acid, 1-Butanecarboxylic acid, n-C4H9COOH, Butanecarboxylic acid, Valeric acid, n-, Kyselina valerova, NA 1760, Valeric acid, normal;",(Default),(Default),897,6.6801754455567774,6.1801754455567774,7.1801754455567774,5.6801754455567774,7.6801754455567774
173,NA,3-Heptanone,8-9 min,NA,NA,7.77264556884781,7.2726455688478,8.27264556884782,6.77264556884779,8.77264607747413,7,90,Best Q Value (1),"From NIST: C7H14O, Mol.weight = 114; Contributor: D.HENNEBERG, MAX-PLANCK INSTITUTE, MULHEIM, WEST GERMANY; Synonyms: n-Butyl ethyl ketone, Butyl ethyl ketone, Ethyl butyl ketone, Heptan-3-one, n-C4H9COC2H5, Aethylbutylketon, Eptan-3-one, Ethyl n-butyl ketone, Ethylbutylcetone, Ethylbutylketon, Etilbutilchetone, Heptan-3-on, n-Heptan-3-one;",(Default),(Default),886,6.441568969726691,5.941568969726691,6.941568969726691,5.441568969726691,7.441568969726691
174,NA,Styrene,11-12min,NA,NA,7.8673940022788,7.36739400227879,8.36739400227881,6.86739400227878,8.86739400227882,7,90,Best Q Value (1),"From NIST: C8H8, Mol.weight = 104; Contributor: NIST Mass Spectrometry Data Center, 1998.; Synonyms: Benzene, ethenyl-, Bulstren K-525-19, Cinnamene, Phenethylene, Phenylethene, Phenylethylene, Styrol (German), Styrole, Styrolene, Styropol SO, Vinylbenzene, Vinylbenzol, Ethenylbenzene, Cinnaminol, Cinnamol, Styrol, Benzene, vinyl-, Cinnamenol, Diarex hf 77, Ethylene, phenyl-, NCI-C02200, Stirolo, Styreen, Styren, Styrene monomer, Styron, Vinylbenzen, Styropol, Styropor, UN 2055, Annamene;",(Default),(Default),891,6.550026458740367,6.050026458740367,7.050026458740367,5.550026458740367,7.550026458740367
175,NA,Heptanone<2->,9-10min,NA,NA,7.8673940022788,7.36739400227879,8.36739400227881,6.86739400227878,8.86739400227882,7,90,Best Q Value (1),4.74,(Default),(Default),891,6.550026458740367,6.050026458740367,7.050026458740367,5.550026458740367,7.550026458740367
176,NA,Cyclohexanone,12-13min,NA,NA,7.91531270345068,7.41531270345067,8.41531270345069,6.91531270345066,8.9153127034507,7,90,Best Q Value (1),"From NIST: C6H10O, Mol.weight = 98; Contributor: NIST Mass Spectrometry Data Center, 1998.; Synonyms: Anon, Anone, Hexanon, Hytrol O, Nadone, Pimelic ketone, Pimelin ketone, Sextone, Ketohexamethylene, Cicloesanone, Cyclohexanon, Cykloheksanon, NCI-C55005, Rcra waste number U057, UN 1915, Cyclohexyl ketone;",(Default),(Default),893,6.593409454345835,6.093409454345835,7.093409454345835,5.593409454345835,7.593409454345835
177,NA,o-Xylene,9-10min,NA,NA,7.93055928548193,7.43055928548192,8.43055928548194,6.93055928548191,8.93055928548195,7,90,Best Q Value (1),"From NIST: C8H10, Mol.weight = 106; Contributor: Japan AIST/NIMC Database- Spectrum MS-NW- 46; Synonyms: Benzene, 1,2-dimethyl-, o-Dimethylbenzene, o-Methyltoluene, o-Xylol, 1,2-Dimethylbenzene, 1,2-Xylene, 3,4-Xylene, ortho-Xylene, UN 1307, Benzene,1-2-dimethyl-;",(Default),(Default),893,6.593409454345835,6.093409454345835,7.093409454345835,5.593409454345835,7.593409454345835
178,NA,28,9-10min,NA,NA,8.04273274739599,7.54273274739598,8.542732747396,7.04273274739597,9.04273274739601,7,90,Best Q Value (1),NA,(Default),(Default),899.593499045671,6.736432324407344,6.236432324407344,7.236432324407344,5.736432324407344,7.736432324407344
179,NA,"2-Propenoic acid, butyl ester",8-9 min,NA,NA,8.06521606445329,7.56521606445328,8.5652160644533,7.06521606445327,9.06521606445331,7,90,Best Q Value (1),"From NIST: C7H12O2, Mol.weight = 128; Contributor: Japan AIST/NIMC Database- Spectrum MS-NW-5515; Synonyms: Acrylic acid butyl ester, n-Butyl acrylate, Acrylic acid, n-butyl ester, Butyl acrylate, Butyl 2-propenoate, n-Butyl propenoate, Butylacrylate, inhibited, Butylester kyseliny akrylove, UN 2348;",(Default),(Default),902,6.799866607666152,6.299866607666152,7.299866607666152,5.799866607666152,7.799866607666152
180,NA,Heptenal<4Z->,10-11min,NA,NA,8.11859385172542,7.61859385172541,8.61859334309913,7.1185938517254,9.11859334309914,7,90,Best Q Value (1),4.82,(Default),(Default),901,6.772558273315566,6.272558273315566,7.272558273315566,5.772558273315566,7.772558273315566
181,NA,1 (DCSE),ms-sub,NA,NA,8.15936686197933,7.65936686197932,8.65936686197934,7.15936686197931,9.15936686197935,7,90,Best Q Value (1),"From NIST: C6H14N2O2, Mol.weight = 146; Contributor: Japan AIST/NIMC Database- Spectrum MS-NW- 629; Synonyms: L-Lysine, Lysine, L-, ?,?-Diaminocaproic acid, Hexanoic acid, 2,6-diamino-, (S)-, L-(+)-Lysine, L-Lysine, l.s., Lysine acid, 2,6-Diaminohexanoic acid, L-H2N(CH2)4CH(NH2)COOH, Aminutrin, (S)-?,?-Diaminocaproic acid, (S)-2,6-Diaminohexanoic acid, ?-Lysine, (S)-Lysine, K, Lys;",(Custom),(Custom),903.5884887494016,6.843245589546955,6.343245589546955,7.343245589546955,5.843245589546955,7.843245589546955
182,NA,Heptanal,9-10min,NA,NA,8.16876881917334,7.66876881917333,8.66876831054705,7.16876881917332,9.16876831054706,7,90,Best Q Value (1),4.98,(Default),(Default),902,6.799866607666152,6.299866607666152,7.299866607666152,5.799866607666152,7.799866607666152
183,NA,62,14-15min,NA,NA,8.31609090169287,7.81609090169286,8.81609090169288,7.31609090169285,9.31609090169289,7,90,Best Q Value (1),NA,(Default),(Default),908.8758667671066,6.987635076292385,6.487635076292385,7.487635076292385,5.987635076292385,7.987635076292385
184,NA,15 (DCSE),ms-sub,NA,NA,8.38523356119808,7.88523356119807,8.88523356119809,7.38523356119806,9.3852335611981,7,90,Best Q Value (1),"From NIST: C8H9NO2, Mol.weight = 151; Contributor: Chemical Concepts;",(Default),(Custom),911.2085234458249,7.051336044799954,6.551336044799954,7.551336044799954,6.051336044799954,8.051336044799953
185,NA,141,23-24min,NA,NA,8.40683288574236,7.90683288574235,8.90683288574237,7.4068328857423396,9.40683288574238,7,90,Best Q Value (1),NA,(Default),(Default),911.9372169761949,7.071235451366407,6.571235451366407,7.571235451366407,6.071235451366407,8.071235451366407
186,NA,Butyl propanoate,8-9 min,NA,NA,8.41537322998064,7.91537322998063,8.91537272135434,7.41537322998062,9.41537272135436,7,90,Best Q Value (1),5.13,(Default),(Default),910,7.018333282470844,6.518333282470844,7.518333282470844,6.018333282470844,8.018333282470845
187,NA,Butyrolactone,20-21min,NA,NA,8.44846750895199,7.94846750895198,8.9484680175783,7.44846750895197,9.44846801757831,7,90,Best Q Value (1),"From NIST: C4H6O2, Mol.weight = 86; Contributor: NIST Mass Spectrometry Data Center, 1990.; Synonyms: 2(3H)-Furanone, dihydro-, ?-Butyrolactone, ?-BL, ?-Hydroxybutyric Acid cyclic ester, ?-Hydroxybutyric acid lactone, ?-Hydroxybutyrolactone, Butanoic acid, 4-hydroxy-, ?-lactone, Butyric acid lactone, Butyryl lactone, Dihydro-2(3H)-furanone, Tetrahydro-2-furanone, 1,4-Butanolide, 4-Butanolide, 4-Butyrolactone, 4-Deoxytetronic acid, 4-Hydroxybutanoic acid lactone, 4-Hydroxybutyric acid lactone, 6480, Dehydro-2(3H)-furanone, 1,4-Butyrolactone, ?-Butyrolactone, ?-6480, Butyric acid, 4-hydroxy-, ?-lactone, Butyrylactone, BLO, BLON, Dihydro-2-furanone, NCI-C55878, 1,2-Butanolide, 4-Hydroxybutanoic acid, ?-lactone, 4-Hydroxybutyric acid, ?-lactone, 2-Oxolanone, 1-Oxacyclopentan-2-one, 2-Oxotetrahydrofuran, ?-Butanolactone, ?-Hydrooxybutyric acid lactone, 3-Hydroxybutyric acid lactone, Agrisynth BLO, Agsol Ex BLO, Dynasolve 699, GBL, Butyric acid, 4-hydroxy-, gamma-lactone;",(Default),(Default),912,7.072949951172016,6.572949951172016,7.572949951172016,6.072949951172016,8.072949951172017
188,NA,2-Acetylfuran,17-18min,NA,NA,8.45273793538428,7.95273793538427,8.9527384440106,7.45273793538426,9.45273844401061,7,90,Best Q Value (1),"From NIST: C6H6O2, Mol.weight = 110; Contributor: MASS SPECTRA OF ORGANIC COMPOUNDS, V. 5, B. H. KENNETT ET AL, DIV. OF FOOD RESEARCH, CSIRO, AUSTRALIA; Synonyms: Ketone, 2-furyl methyl, Acetylfuran, Methyl 2-furyl ketone, 2-Acetylfuran, 2-Furyl methyl ketone, Furyl methyl ketone, Furan, 2-acetyl-, 1-(2-Furanyl)ethanone, 1-(2-Furyl)ethanone  #;",(Default),(Default),913,7.100258285522607,6.600258285522607,7.600258285522607,6.100258285522607,8.100258285522607
189,NA,2(5H)-Furanone,22-23min,NA,NA,8.5029129028322,8.00291290283219,9.00291341145851,7.50291290283218,9.50291341145852,7,90,Best Q Value (1),"From NIST: C4H4O2, Mol.weight = 84; Contributor: Chuck Anderson, Aldrich Chemical Co.; Synonyms: ?-Crotonolactone, 2-Oxo-2,5-dihydrofuran(2-[5H]-furanone), ?-Hydroxycrotonic acid lactone, ?,?,?-Butenolide, Butenolide, Crotonolactone, Isocrotonolactone, 2-Buten-4-olide, 2-Butenoic acid-?-lactone, 2-Butenoic acid, 4-hydroxy-, ?-lactone, 2-Butenolide, 4-Hydroxy-2-butenoic acid ?-lactone, 4-Hydroxy-2-butenoic acid lactone, ?-Crotolactone, ?,?-Crotonolactone, Crotonic acid, 4-hydroxy-, ?-lactone, 2-Oxo-2,5-dihydrofuran;",(Default),(Default),913,7.100258285522607,6.600258285522607,7.600258285522607,6.100258285522607,8.100258285522607
190,NA,Amyl acetate,9-10min,NA,NA,8.56696573893246,8.06696573893245,9.06696573893247,7.56696573893244,9.56696573893248,7,90,Best Q Value (1),5.25,(Default),(Default),914,7.127566619873193,6.627566619873193,7.627566619873193,6.127566619873193,8.127566619873193
191,NA,2-Cyclohexen-1-ol,24-25min,NA,NA,8.60112711588559,8.10112711588558,9.1011271158856,7.60112711588557,9.60112711588561,7,90,Best Q Value (1),"From NIST: C6H10O, Mol.weight = 98; Contributor: Mark Whitten, Florida Museum of Natural History, U. of Florida; Synonyms: Cyclohexen-3-ol, 1-Cyclohexen-3-ol, 2-Cyclohexenol, 3-Hydroxycyclohexene, 2-Cyclohexene-1-ol;",(Default),(Default),915,7.154874954223779,6.654874954223779,7.654874954223779,6.154874954223779,8.154874954223779
192,NA,"2-Cyclopenten-1-one, 2-hydroxy-",-,TRUE,NA,8.73030192057309,8.23030192057308,9.2303019205731,7.73030192057307,9.73030192057311,7,90,Best Q Value (1),NA,(Default),(Default),932,7.6191166381837485,7.1191166381837485,8.119116638183748,6.6191166381837485,8.619116638183748
193,NA,"2,5-Hexanedione",-,TRUE,NA,8.75912577311215,8.25912577311214,9.25912577311216,7.75912577311213,9.75912577311217,7,90,Best Q Value (1),NA,(Default),(Default),933,7.6464249725343345,7.1464249725343345,8.146424972534334,6.6464249725343345,8.646424972534334
194,NA,"1,2-Cyclopentanedione",23-24min,NA,NA,8.80289510091163,8.30289510091162,9.30289510091164,7.80289510091161,9.80289510091165,7,90,Best Q Value (1),"From NIST: C5H6O2, Mol.weight = 98; Contributor: Chemical Concepts;",(Default),(Default),931,7.591808303833163,7.091808303833163,8.091808303833163,6.591808303833163,8.591808303833163
195,NA,Cumene,8-9 min,NA,NA,8.84452921549497,8.34452921549496,9.34452921549498,7.84452921549495,9.84452921549499,7,90,Best Q Value (1),"From NIST: C9H12, Mol.weight = 120; Contributor: Japan AIST/NIMC Database- Spectrum MS-NW- 138; Synonyms: Cumene, Cumol, Isopropylbenzene, 2-Phenylpropane, (1-Methylethyl)benzene, Isopropylbenzol, Benzene, isopropyl-, Cumeen, Isopropilbenzene, Isopropylbenzeen, Isopropylbenzen, Propane, 2-phenyl-, 2-Fenilpropano, 2-Fenyl-propaan, Rcra waste number U055, UN 1918, (Methylethyl)benzene;",(Default),(Default),924,7.400649963379057,6.900649963379057,7.900649963379057,6.400649963379057,8.400649963379056
196,NA,"Hexanoic acid, methyl ester",9-10min,NA,NA,8.8669484456382,8.36694844563819,9.36694844563821,7.86694844563818,9.86694844563822,7,90,Best Q Value (1),"From NIST: C7H14O2, Mol.weight = 130; Contributor: W.Jennings, T.Shibamoto; Synonyms: Methyl caproate, Methyl capronate, Methyl hexanoate, Methyl hexoate, Methyl n-hexanoate, Caproic acid methyl ester, n-Caproic acid methyl ester, Methyl hexylate, Methyl ester of hexanoic acid, Caproic acid, methyl ester;",(Default),(Default),923,7.373341629028471,6.873341629028471,7.873341629028471,6.373341629028471,8.37334162902847
197,NA,156,26-27min,NA,NA,8.89363708496112,8.3936370849611,9.39363708496112,7.8936370849611,9.89363708496114,7,90,Best Q Value (1),NA,(Default),(Default),928.3604652958552,7.519727007602398,7.019727007602398,8.019727007602398,6.519727007602398,8.519727007602398
198,NA,"Cyclohexane, propyl-",-,TRUE,NA,8.93740641276059,8.43740641276059,9.43740641276061,7.93740641276058,9.93740641276061,7,90,Best Q Value (1),NA,(Default),(Default),930,7.564499969482577,7.064499969482577,8.064499969482577,6.564499969482577,8.564499969482577
199,NA,"Pentane, 1-nitro-",-,TRUE,NA,8.95000000000018,8.45000000000017,9.45000000000019,7.95000000000016,9.9500000000002,7,90,"QR, Best RT (1)",NA,(Custom),(Default),903,6.827174942016738,6.327174942016738,7.327174942016738,5.827174942016738,7.827174942016738
200,NA,30,9-10min,NA,NA,9.00039265950539,8.50039265950538,9.5003926595054,8.00039265950537,10.0003926595054,7,90,Best Q Value (1),NA,(Default),(Default),931.9620638709339,7.618080665687242,7.118080665687242,8.118080665687241,6.618080665687242,8.618080665687241
201,NA,Pinene<alpha->,6-7 min,TRUE,NA,9.02601318359393,8.52601318359392,9.52601318359394,8.02601318359391,10.0260131835939,7,90,Best Q Value (1),5.85,(Default),(Default),933,7.6464249725343345,7.1464249725343345,8.146424972534334,6.6464249725343345,8.646424972534334
202,NA,"Formamide, N,N-diethyl-",15-16min,NA,NA,9.18614705403664,8.68614705403663,9.68614705403665,8.18614705403662,10.1861470540367,7,90,Best Q Value (1),"From NIST: C5H11NO, Mol.weight = 101; Contributor: J.A.GILPIN DOW CHEM. CO., MIDLAND, MICHIGAN, USA; Synonyms: Diethylformamide, N-Formyldiethylamine, N,N-Diethylformamide, Diethylamid kyseliny mravenci;",(Default),(Default),940,7.837583312988441,7.337583312988441,8.337583312988441,6.837583312988441,8.837583312988441
203,NA,"2-Heptanone, 4-methyl-",9-10min,NA,NA,9.25767313639341,8.7576731363934,9.75767313639342,8.25767313639339,10.2576731363934,7,90,Best Q Value (1),"From NIST: C8H16O, Mol.weight = 128; Contributor: NIST Mass Spectrometry Data Center, 1990.; Synonyms: 4-Methyl-2-heptanone;",(Default),(Default),938,7.782966644287269,7.282966644287269,8.282966644287269,6.782966644287269,8.782966644287269
204,NA,Camphene,0-10 min,TRUE,NA,9.47225036621113,8.97225036621112,9.97225036621114,8.47225036621111,10.4722503662111,7,90,Best Q Value (1),6.26,(Default),(Default),948,8.056049987793134,7.556049987793134,8.556049987793134,7.056049987793134,9.056049987793134
205,NA,gamma-Valerolactone,19-20min,NA,NA,9.68042399088561,9.1804239908856,10.1804239908856,8.68042399088559,10.6804239908856,7,90,Best Q Value (1),6.10,(Default),(Default),950,8.110666656494306,7.610666656494306,8.610666656494306,7.110666656494306,9.110666656494306
206,NA,"2-Heptanone, 6-methyl-",10-11min,NA,NA,9.74874674479186,9.24874674479185,10.2487467447919,8.74874674479184,10.7487467447919,7,90,Best Q Value (1),"From NIST: C8H16O, Mol.weight = 128; Contributor: STC 0003; Synonyms: 2-Methyl-6-heptanone, 6-Methyl-2-heptanone, Methyl isohexyl ketone;",(Default),(Default),955,8.24720832824724,7.74720832824724,8.74720832824724,7.24720832824724,9.24720832824724
207,NA,2 (DCSE),ms-sub,NA,NA,9.82466634114603,9.32466634114602,10.324666341146,8.82466634114601,10.824666341146,7,90,Best Q Value (1),"From NIST: C11H20OSi2, Mol.weight = 224; Contributor: ASES Database, Dalian Institute, P.R. China; Synonyms: 1,1,1,3,3-Pentamethyl-3-phenyldisiloxane  #;",(Default),(Custom),959.7704750939057,8.37748205712276,7.87748205712276,8.87748205712276,7.37748205712276,9.37748205712276
208,NA,Heptan-2-ol<6-methyl-,19-20 min,TRUE,NA,9.82881368001322,9.32881368001321,10.3288136800132,8.8288136800132,10.8288136800132,7,90,Best Q Value (1),6.58,(Default),(Default),964,8.492983337402517,7.992983337402517,8.992983337402517,7.492983337402517,9.492983337402517
209,NA,Benzaldehyde,17-18min,NA,NA,9.88539428710957,9.38539428710956,10.3853942871096,8.88539428710955,10.8853942871096,7,90,Best Q Value (1),"From NIST: C7H6O, Mol.weight = 106; Contributor: Japan AIST/NIMC Database- Spectrum MS-NW-5506; Synonyms: Artificial Almond Oil, Benzaldehyde FFC, Benzenecarbonal, Benzenecarboxaldehyde, Benzoic aldehyde, Phenylmethanal, Almond artificial essential oil, Phenylmethanal benzenecarboxaldehyde, NCI-C56133, Oil of Bitter Almond, Artificial essential oil of almond, Benzene carbaldehyde, NA 1989, Artifical essential oil of almond, Artificial bitter almond oil, Benzene methylal, Benzoyl hydride, Ethereal oil of bitter almonds;",(Default),(Default),960,8.38375000000017,7.88375000000017,8.88375000000017,7.38375000000017,9.38375000000017
210,NA,"Benzene, 1-ethyl-4-methyl-",10-11min,NA,NA,9.93877156575541,9.4387715657554,10.4387715657554,8.93877156575539,10.9387715657554,7,90,Best Q Value (1),"From NIST: C9H12, Mol.weight = 120; Contributor: Japan AIST/NIMC Database- Spectrum MS-NW-3453; Synonyms: Toluene, p-ethyl-, p-Ethylmethylbenzene, p-Ethyltoluene, p-Methylethylbenzene, 1-Ethyl-4-methylbenzene, 1-Methyl-4-ethylbenzene, 4-Ethyltoluene, 4-Methylethylbenzene, para-Ethyltoluene, Benzene, 1-methyl-4-ethyl-;",(Default),(Default),959,8.356441665649584,7.856441665649584,8.856441665649584,7.356441665649584,9.356441665649584
